"(49, 38)",0
"(13, 56)",1
"(35, 23)",0
"(0, 19)",0
"(38, 0)",1
"(25, 13)",1
"(14, 41)",0
"(53, 18)",0
"(1, 52)",1
"(21, 57)",0
"(4, 7)",1
"(26, 52)",0
"(46, 51)",1
"(29, 9)",0
"(51, 36)",0
"(16, 2)",1
"(54, 51)",1
"(19, 15)",1
"(2, 45)",0
"(41, 30)",1
"(22, 40)",0
"(5, 32)",0
"(9, 37)",0
"(47, 16)",0
"(30, 56)",1
"(34, 39)",1
"(17, 37)",1
"(56, 8)",0
"(37, 42)",1
"(59, 21)",0
"(42, 39)",1
"(23, 11)",0
"(45, 26)",1
"(10, 12)",1
"(13, 49)",1
"(35, 28)",0
"(38, 59)",1
"(25, 22)",1
"(50, 54)",0
"(14, 48)",0
"(53, 27)",1
"(1, 13)",1
"(39, 24)",0
"(4, 14)",1
"(46, 58)",0
"(29, 2)",1
"(51, 45)",0
"(54, 10)",1
"(19, 20)",1
"(2, 36)",1
"(58, 57)",1
"(41, 7)",0
"(22, 35)",0
"(5, 41)",1
"(9, 46)",0
"(47, 25)",1
"(30, 35)",1
"(17, 30)",0
"(56, 15)",0
"(55, 41)",1
"(59, 42)",1
"(42, 46)",1
"(23, 0)",1
"(6, 56)",0
"(45, 19)",1
"(10, 55)",1
"(32, 8)",1
"(13, 42)",0
"(35, 5)",0
"(18, 55)",1
"(38, 50)",1
"(25, 31)",1
"(11, 28)",0
"(50, 49)",0
"(14, 59)",0
"(1, 6)",1
"(39, 17)",0
"(26, 6)",1
"(29, 27)",1
"(51, 50)",1
"(54, 13)",0
"(19, 29)",1
"(41, 8)",0
"(22, 58)",1
"(5, 18)",1
"(27, 45)",0
"(47, 38)",0
"(30, 42)",0
"(34, 57)",1
"(17, 23)",1
"(56, 22)",0
"(55, 38)",0
"(20, 4)",0
"(59, 35)",0
"(42, 41)",1
"(23, 25)",0
"(6, 51)",1
"(45, 12)",1
"(32, 15)",0
"(13, 35)",0
"(35, 10)",0
"(18, 46)",1
"(38, 53)",0
"(43, 58)",1
"(11, 21)",0
"(50, 40)",0
"(14, 2)",0
"(1, 31)",0
"(39, 14)",0
"(26, 1)",1
"(48, 30)",1
"(29, 20)",1
"(51, 59)",0
"(15, 33)",0
"(54, 4)",1
"(19, 34)",1
"(2, 54)",1
"(5, 27)",1
"(27, 34)",1
"(47, 47)",1
"(30, 45)",0
"(34, 48)",0
"(17, 8)",1
"(56, 29)",1
"(20, 3)",0
"(59, 56)",1
"(42, 16)",1
"(23, 22)",0
"(6, 42)",0
"(45, 5)",1
"(10, 57)",0
"(32, 6)",0
"(31, 54)",0
"(35, 51)",1
"(18, 41)",0
"(57, 2)",0
"(38, 44)",1
"(43, 51)",0
"(11, 10)",1
"(50, 35)",1
"(14, 5)",0
"(36, 18)",0
"(1, 16)",0
"(39, 7)",0
"(26, 8)",0
"(48, 21)",1
"(51, 0)",1
"(15, 46)",0
"(54, 31)",1
"(19, 43)",0
"(2, 49)",1
"(22, 52)",1
"(5, 4)",1
"(27, 59)",1
"(47, 52)",1
"(30, 20)",0
"(52, 33)",0
"(17, 1)",0
"(56, 36)",0
"(55, 52)",1
"(20, 10)",0
"(3, 50)",1
"(59, 49)",1
"(42, 27)",1
"(23, 47)",1
"(6, 45)",0
"(10, 32)",0
"(32, 29)",1
"(35, 56)",1
"(18, 32)",1
"(57, 11)",0
"(38, 39)",1
"(43, 40)",1
"(8, 22)",0
"(11, 3)",0
"(14, 12)",1
"(36, 25)",0
"(26, 19)",0
"(48, 12)",1
"(51, 9)",1
"(15, 55)",0
"(54, 22)",0
"(19, 48)",0
"(2, 8)",1
"(24, 37)",0
"(5, 13)",1
"(27, 48)",0
"(30, 31)",1
"(52, 40)",1
"(56, 43)",0
"(55, 13)",0
"(20, 17)",1
"(3, 59)",1
"(59, 54)",0
"(42, 2)",0
"(23, 36)",0
"(6, 36)",0
"(10, 43)",1
"(32, 20)",0
"(31, 36)",0
"(35, 33)",0
"(18, 27)",0
"(57, 12)",1
"(40, 52)",0
"(43, 33)",1
"(8, 29)",1
"(11, 56)",0
"(33, 11)",1
"(14, 23)",0
"(36, 0)",0
"(39, 53)",0
"(26, 26)",0
"(48, 3)",1
"(12, 25)",1
"(51, 14)",0
"(19, 57)",1
"(2, 3)",0
"(24, 44)",0
"(27, 9)",0
"(47, 58)",0
"(30, 6)",0
"(52, 55)",1
"(56, 50)",0
"(55, 10)",1
"(20, 24)",0
"(3, 32)",1
"(42, 13)",1
"(6, 31)",1
"(28, 40)",1
"(32, 43)",0
"(31, 45)",1
"(35, 38)",1
"(18, 18)",1
"(57, 21)",0
"(40, 59)",1
"(21, 7)",1
"(43, 38)",0
"(8, 4)",0
"(7, 52)",0
"(11, 49)",1
"(33, 12)",0
"(14, 30)",0
"(36, 15)",1
"(39, 50)",1
"(48, 58)",1
"(12, 16)",0
"(51, 23)",1
"(15, 5)",0
"(2, 26)",0
"(24, 51)",1
"(27, 14)",1
"(49, 29)",1
"(30, 9)",0
"(0, 44)",0
"(56, 57)",1
"(55, 3)",1
"(20, 39)",1
"(3, 41)",0
"(23, 58)",1
"(6, 22)",0
"(28, 39)",1
"(32, 34)",1
"(31, 42)",0
"(35, 47)",0
"(18, 13)",1
"(57, 30)",0
"(40, 34)",0
"(21, 0)",0
"(43, 31)",1
"(8, 11)",1
"(7, 45)",1
"(11, 54)",0
"(33, 5)",0
"(16, 59)",0
"(36, 54)",0
"(58, 7)",0
"(39, 43)",0
"(44, 54)",1
"(48, 49)",0
"(12, 15)",0
"(51, 28)",0
"(15, 2)",1
"(37, 17)",1
"(2, 21)",0
"(24, 58)",1
"(27, 7)",1
"(49, 22)",0
"(52, 5)",0
"(0, 35)",0
"(55, 24)",0
"(20, 46)",1
"(3, 46)",1
"(23, 51)",0
"(6, 9)",1
"(32, 57)",1
"(31, 19)",1
"(53, 34)",0
"(18, 4)",1
"(57, 39)",1
"(40, 41)",1
"(21, 9)",0
"(4, 55)",1
"(43, 20)",1
"(8, 50)",1
"(7, 42)",1
"(46, 3)",0
"(11, 47)",1
"(33, 30)",1
"(16, 50)",0
"(58, 14)",1
"(39, 32)",1
"(44, 45)",1
"(9, 21)",1
"(48, 40)",0
"(12, 6)",1
"(15, 11)",1
"(37, 26)",0
"(24, 1)",1
"(27, 28)",0
"(49, 15)",0
"(52, 12)",0
"(0, 58)",0
"(55, 17)",0
"(20, 53)",1
"(3, 23)",0
"(25, 38)",1
"(6, 0)",0
"(28, 53)",0
"(32, 48)",1
"(31, 24)",0
"(53, 43)",0
"(57, 40)",0
"(40, 16)",0
"(21, 18)",1
"(43, 13)",0
"(8, 57)",0
"(7, 35)",1
"(46, 10)",0
"(11, 36)",1
"(33, 23)",1
"(16, 41)",1
"(36, 36)",1
"(58, 9)",1
"(41, 55)",0
"(44, 36)",0
"(9, 30)",0
"(48, 47)",1
"(34, 14)",1
"(15, 16)",1
"(37, 3)",1
"(24, 8)",0
"(27, 21)",0
"(49, 0)",0
"(13, 26)",1
"(52, 11)",1
"(0, 49)",0
"(3, 28)",0
"(25, 47)",1
"(28, 12)",0
"(32, 55)",0
"(31, 1)",0
"(53, 52)",1
"(57, 49)",1
"(40, 23)",1
"(21, 27)",0
"(4, 37)",1
"(43, 2)",0
"(8, 32)",0
"(7, 24)",0
"(46, 13)",0
"(29, 43)",0
"(33, 40)",1
"(16, 32)",1
"(36, 35)",1
"(58, 16)",1
"(41, 56)",0
"(22, 10)",0
"(44, 35)",1
"(9, 7)",0
"(48, 38)",0
"(12, 52)",0
"(34, 9)",0
"(15, 25)",1
"(37, 12)",1
"(24, 15)",1
"(49, 57)",1
"(13, 19)",1
"(52, 18)",1
"(0, 8)",0
"(20, 59)",1
"(3, 5)",1
"(25, 48)",1
"(28, 11)",0
"(50, 24)",0
"(31, 14)",1
"(1, 47)",0
"(57, 58)",0
"(40, 30)",0
"(21, 36)",0
"(4, 44)",1
"(8, 39)",0
"(7, 17)",0
"(46, 20)",0
"(29, 36)",1
"(33, 33)",0
"(16, 39)",1
"(36, 42)",0
"(58, 27)",0
"(41, 33)",0
"(22, 13)",0
"(44, 26)",0
"(9, 8)",0
"(12, 51)",1
"(34, 0)",0
"(17, 56)",1
"(37, 53)",0
"(59, 8)",0
"(24, 22)",0
"(45, 53)",0
"(49, 50)",0
"(13, 12)",0
"(52, 25)",1
"(0, 15)",1
"(38, 28)",0
"(3, 10)",1
"(25, 57)",0
"(28, 2)",0
"(50, 19)",1
"(53, 6)",1
"(1, 32)",0
"(40, 5)",1
"(21, 45)",0
"(4, 43)",1
"(8, 46)",0
"(7, 14)",1
"(46, 31)",1
"(33, 58)",0
"(16, 30)",1
"(54, 47)",0
"(58, 34)",1
"(41, 42)",1
"(22, 4)",1
"(5, 52)",0
"(44, 17)",0
"(9, 49)",1
"(47, 4)",1
"(12, 42)",1
"(34, 27)",0
"(17, 49)",0
"(59, 1)",1
"(24, 29)",1
"(45, 46)",1
"(10, 16)",1
"(49, 43)",0
"(13, 5)",0
"(0, 6)",1
"(38, 23)",1
"(25, 2)",0
"(28, 25)",1
"(50, 10)",0
"(53, 15)",0
"(1, 57)",0
"(40, 12)",0
"(21, 54)",0
"(4, 18)",1
"(26, 35)",1
"(7, 7)",0
"(46, 38)",0
"(29, 54)",1
"(33, 51)",1
"(16, 21)",0
"(54, 38)",1
"(19, 0)",1
"(58, 45)",1
"(41, 19)",0
"(22, 31)",0
"(44, 8)",1
"(9, 58)",1
"(47, 13)",1
"(12, 33)",0
"(34, 18)",1
"(17, 42)",0
"(37, 39)",0
"(59, 6)",1
"(42, 50)",0
"(45, 39)",1
"(10, 27)",0
"(49, 44)",0
"(35, 17)",1
"(0, 29)",0
"(38, 14)",1
"(25, 11)",0
"(28, 16)",1
"(50, 5)",1
"(14, 39)",0
"(53, 8)",1
"(1, 50)",1
"(4, 25)",1
"(26, 42)",0
"(46, 41)",1
"(29, 15)",0
"(33, 52)",1
"(16, 12)",1
"(54, 57)",1
"(19, 9)",0
"(58, 52)",0
"(41, 20)",0
"(22, 22)",0
"(5, 38)",0
"(44, 7)",0
"(9, 35)",1
"(47, 10)",1
"(30, 54)",0
"(34, 45)",0
"(17, 35)",0
"(56, 2)",1
"(37, 32)",0
"(59, 31)",0
"(23, 13)",0
"(45, 32)",1
"(10, 2)",1
"(49, 37)",1
"(13, 55)",1
"(35, 22)",0
"(0, 20)",0
"(38, 1)",0
"(25, 12)",0
"(14, 46)",0
"(53, 17)",0
"(1, 11)",0
"(21, 56)",1
"(4, 0)",1
"(26, 53)",1
"(46, 48)",1
"(29, 8)",1
"(51, 39)",1
"(16, 3)",0
"(54, 48)",1
"(19, 14)",1
"(2, 42)",0
"(41, 29)",0
"(22, 41)",1
"(5, 47)",1
"(9, 36)",0
"(47, 19)",1
"(30, 57)",1
"(34, 36)",0
"(17, 36)",1
"(56, 9)",0
"(37, 41)",0
"(59, 20)",0
"(42, 36)",0
"(23, 10)",0
"(45, 25)",0
"(10, 13)",1
"(13, 48)",0
"(35, 31)",0
"(38, 56)",1
"(25, 21)",0
"(50, 55)",0
"(14, 49)",0
"(53, 26)",1
"(1, 12)",0
"(39, 27)",0
"(4, 15)",0
"(46, 59)",1
"(29, 1)",0
"(51, 44)",0
"(54, 11)",1
"(19, 23)",0
"(2, 37)",1
"(41, 6)",1
"(22, 32)",0
"(5, 40)",1
"(9, 45)",0
"(47, 24)",1
"(30, 32)",1
"(17, 29)",1
"(56, 16)",1
"(55, 40)",0
"(59, 45)",1
"(42, 47)",1
"(23, 3)",0
"(6, 57)",1
"(45, 18)",1
"(10, 52)",1
"(32, 9)",0
"(13, 41)",0
"(35, 4)",0
"(18, 52)",0
"(38, 51)",1
"(25, 30)",1
"(11, 31)",1
"(50, 46)",0
"(14, 56)",1
"(1, 5)",1
"(39, 16)",1
"(26, 7)",0
"(48, 24)",0
"(29, 26)",1
"(51, 53)",1
"(54, 2)",1
"(19, 28)",0
"(41, 15)",1
"(22, 59)",0
"(5, 17)",1
"(27, 44)",0
"(47, 33)",0
"(30, 43)",1
"(34, 54)",1
"(17, 22)",1
"(56, 23)",1
"(55, 33)",0
"(20, 5)",0
"(59, 34)",0
"(42, 22)",1
"(23, 24)",1
"(6, 48)",0
"(45, 11)",0
"(32, 0)",0
"(13, 34)",1
"(35, 13)",1
"(18, 47)",0
"(38, 42)",0
"(11, 20)",1
"(50, 41)",0
"(14, 3)",0
"(36, 20)",1
"(1, 30)",1
"(39, 9)",1
"(26, 14)",1
"(48, 31)",0
"(29, 19)",1
"(51, 58)",0
"(15, 32)",0
"(54, 5)",0
"(19, 37)",1
"(2, 55)",1
"(22, 50)",0
"(5, 26)",1
"(27, 37)",1
"(47, 46)",0
"(30, 18)",0
"(34, 49)",1
"(17, 15)",0
"(56, 30)",0
"(20, 12)",1
"(59, 59)",1
"(42, 17)",0
"(23, 17)",0
"(6, 43)",0
"(45, 4)",1
"(10, 38)",1
"(32, 7)",1
"(31, 49)",1
"(35, 50)",1
"(18, 38)",1
"(57, 1)",1
"(38, 45)",0
"(43, 50)",1
"(8, 16)",0
"(11, 13)",1
"(50, 32)",0
"(14, 10)",1
"(36, 19)",0
"(1, 23)",1
"(39, 6)",0
"(26, 9)",1
"(48, 22)",0
"(51, 3)",1
"(15, 41)",0
"(54, 28)",1
"(19, 42)",0
"(2, 14)",1
"(22, 53)",1
"(5, 3)",1
"(27, 58)",1
"(47, 55)",0
"(30, 21)",0
"(52, 34)",1
"(17, 0)",0
"(56, 37)",1
"(55, 55)",0
"(20, 11)",1
"(3, 53)",1
"(59, 48)",1
"(42, 24)",0
"(23, 46)",1
"(6, 34)",0
"(10, 33)",0
"(32, 30)",0
"(35, 59)",0
"(18, 33)",1
"(57, 10)",1
"(38, 36)",1
"(43, 43)",0
"(8, 23)",1
"(11, 2)",1
"(14, 13)",1
"(36, 26)",0
"(26, 16)",1
"(48, 13)",1
"(51, 8)",1
"(15, 54)",1
"(54, 23)",1
"(19, 51)",1
"(2, 9)",0
"(24, 38)",1
"(5, 12)",0
"(27, 51)",0
"(30, 28)",0
"(52, 41)",0
"(56, 44)",0
"(55, 12)",0
"(20, 18)",1
"(3, 58)",0
"(42, 3)",1
"(23, 39)",1
"(6, 37)",1
"(10, 40)",0
"(32, 21)",1
"(31, 39)",0
"(35, 32)",1
"(18, 24)",1
"(57, 19)",1
"(40, 53)",0
"(43, 32)",0
"(8, 30)",0
"(11, 59)",0
"(33, 10)",1
"(14, 20)",0
"(36, 1)",1
"(39, 52)",0
"(26, 27)",1
"(48, 4)",1
"(12, 26)",1
"(51, 17)",0
"(19, 56)",0
"(2, 0)",1
"(24, 45)",0
"(27, 8)",1
"(49, 27)",1
"(30, 7)",1
"(52, 48)",0
"(56, 51)",0
"(55, 5)",0
"(20, 25)",1
"(3, 35)",1
"(42, 10)",1
"(6, 28)",1
"(28, 41)",1
"(32, 44)",1
"(31, 44)",0
"(35, 41)",1
"(18, 19)",0
"(57, 20)",1
"(21, 6)",0
"(43, 25)",1
"(8, 5)",0
"(7, 55)",0
"(11, 48)",1
"(33, 3)",1
"(14, 31)",1
"(36, 8)",1
"(39, 45)",1
"(44, 56)",1
"(48, 59)",1
"(12, 17)",1
"(51, 22)",0
"(15, 4)",0
"(37, 23)",0
"(2, 27)",0
"(24, 52)",1
"(27, 1)",0
"(49, 28)",0
"(30, 14)",1
"(0, 45)",1
"(56, 58)",0
"(55, 2)",1
"(20, 32)",1
"(3, 40)",0
"(23, 53)",0
"(6, 23)",1
"(28, 32)",1
"(32, 35)",1
"(31, 21)",1
"(35, 46)",0
"(18, 10)",0
"(57, 29)",0
"(40, 35)",1
"(21, 15)",1
"(43, 30)",1
"(8, 12)",0
"(7, 44)",0
"(11, 41)",0
"(33, 4)",1
"(36, 55)",1
"(58, 4)",0
"(39, 42)",0
"(44, 55)",1
"(9, 19)",0
"(48, 50)",0
"(12, 8)",0
"(51, 31)",0
"(15, 13)",1
"(37, 16)",0
"(2, 18)",1
"(24, 59)",0
"(27, 6)",0
"(49, 21)",1
"(52, 6)",0
"(0, 36)",1
"(55, 27)",0
"(20, 47)",1
"(3, 17)",0
"(23, 50)",1
"(6, 14)",0
"(32, 58)",1
"(31, 18)",1
"(53, 33)",0
"(18, 5)",1
"(57, 38)",0
"(40, 42)",0
"(21, 8)",1
"(4, 48)",0
"(43, 23)",0
"(8, 51)",1
"(7, 37)",1
"(46, 0)",1
"(11, 46)",1
"(33, 29)",1
"(16, 51)",0
"(58, 15)",0
"(39, 35)",0
"(44, 46)",1
"(9, 20)",0
"(48, 41)",0
"(12, 7)",1
"(15, 10)",0
"(37, 25)",0
"(24, 2)",1
"(27, 31)",0
"(49, 14)",1
"(52, 13)",1
"(0, 59)",0
"(55, 16)",1
"(20, 54)",0
"(3, 22)",1
"(25, 37)",0
"(6, 1)",0
"(28, 54)",1
"(32, 49)",0
"(31, 27)",1
"(53, 42)",1
"(57, 47)",0
"(40, 17)",0
"(21, 17)",1
"(43, 12)",1
"(8, 58)",0
"(7, 34)",0
"(46, 11)",0
"(11, 39)",1
"(33, 22)",0
"(16, 42)",0
"(36, 37)",1
"(58, 22)",1
"(41, 54)",0
"(44, 37)",1
"(9, 29)",0
"(48, 32)",1
"(34, 15)",1
"(15, 19)",1
"(37, 2)",1
"(24, 9)",0
"(27, 20)",0
"(49, 7)",0
"(13, 25)",1
"(52, 20)",1
"(0, 50)",1
"(3, 31)",0
"(25, 46)",1
"(28, 13)",0
"(50, 30)",1
"(31, 0)",0
"(53, 51)",0
"(57, 48)",1
"(40, 24)",0
"(21, 26)",1
"(4, 38)",0
"(43, 5)",0
"(8, 33)",1
"(7, 27)",1
"(46, 18)",0
"(29, 42)",1
"(33, 47)",0
"(16, 33)",1
"(36, 44)",0
"(58, 17)",1
"(22, 11)",0
"(44, 28)",0
"(9, 6)",0
"(48, 39)",1
"(12, 53)",0
"(34, 6)",1
"(15, 24)",0
"(37, 11)",0
"(24, 16)",1
"(45, 59)",0
"(49, 56)",1
"(13, 18)",0
"(52, 19)",1
"(0, 9)",0
"(38, 26)",0
"(3, 4)",0
"(25, 55)",1
"(28, 4)",1
"(50, 25)",1
"(31, 9)",0
"(1, 46)",1
"(57, 57)",0
"(40, 31)",1
"(21, 35)",0
"(4, 45)",0
"(8, 40)",1
"(7, 16)",0
"(46, 21)",1
"(29, 35)",1
"(33, 32)",1
"(16, 24)",1
"(36, 43)",0
"(58, 24)",1
"(41, 32)",0
"(22, 2)",1
"(44, 27)",0
"(9, 15)",1
"(12, 44)",1
"(34, 1)",1
"(37, 52)",1
"(59, 11)",1
"(24, 23)",0
"(45, 52)",1
"(10, 22)",0
"(49, 49)",0
"(13, 11)",1
"(52, 26)",1
"(0, 0)",0
"(38, 29)",1
"(3, 13)",0
"(25, 56)",1
"(28, 3)",1
"(50, 16)",1
"(53, 5)",1
"(1, 39)",1
"(40, 6)",1
"(21, 44)",1
"(4, 20)",0
"(8, 47)",1
"(7, 9)",0
"(46, 28)",0
"(33, 57)",1
"(16, 31)",1
"(54, 44)",0
"(58, 35)",0
"(41, 41)",1
"(22, 5)",0
"(5, 51)",0
"(44, 18)",0
"(9, 48)",0
"(47, 7)",1
"(12, 43)",1
"(34, 24)",1
"(17, 48)",1
"(59, 0)",1
"(24, 30)",0
"(45, 45)",0
"(10, 17)",0
"(49, 42)",0
"(13, 4)",0
"(0, 7)",0
"(38, 20)",0
"(25, 1)",0
"(28, 26)",1
"(50, 11)",0
"(53, 14)",1
"(1, 56)",1
"(40, 13)",0
"(21, 53)",1
"(4, 19)",1
"(26, 32)",0
"(7, 6)",0
"(46, 39)",0
"(29, 53)",1
"(33, 50)",1
"(16, 22)",0
"(54, 39)",1
"(19, 3)",0
"(58, 42)",0
"(41, 18)",0
"(22, 28)",1
"(44, 9)",0
"(9, 57)",0
"(47, 12)",1
"(12, 34)",0
"(34, 19)",0
"(17, 41)",0
"(37, 38)",0
"(59, 25)",0
"(42, 51)",1
"(45, 38)",0
"(10, 24)",1
"(49, 35)",1
"(35, 16)",1
"(0, 30)",1
"(38, 15)",0
"(25, 10)",1
"(28, 17)",0
"(50, 2)",1
"(14, 36)",0
"(53, 23)",1
"(1, 49)",1
"(4, 26)",0
"(26, 43)",1
"(46, 46)",0
"(29, 14)",1
"(51, 33)",0
"(16, 13)",1
"(19, 8)",0
"(58, 53)",1
"(41, 27)",0
"(22, 23)",1
"(5, 37)",0
"(44, 0)",1
"(9, 34)",0
"(47, 21)",0
"(30, 55)",1
"(34, 42)",1
"(17, 34)",1
"(56, 3)",0
"(37, 47)",1
"(59, 30)",0
"(42, 58)",1
"(23, 12)",1
"(45, 31)",1
"(10, 3)",1
"(49, 36)",0
"(13, 54)",1
"(35, 25)",1
"(0, 21)",0
"(38, 6)",1
"(25, 19)",1
"(14, 47)",1
"(53, 16)",0
"(1, 10)",1
"(39, 29)",0
"(4, 1)",1
"(26, 50)",0
"(46, 49)",1
"(29, 7)",1
"(51, 38)",1
"(16, 4)",1
"(54, 49)",1
"(19, 17)",0
"(2, 43)",0
"(41, 28)",1
"(22, 46)",1
"(5, 46)",0
"(9, 43)",0
"(47, 18)",1
"(34, 37)",0
"(17, 27)",0
"(56, 10)",0
"(37, 40)",0
"(59, 23)",0
"(42, 37)",1
"(23, 5)",1
"(45, 24)",0
"(10, 10)",0
"(13, 47)",1
"(35, 30)",1
"(18, 58)",1
"(38, 57)",1
"(25, 20)",0
"(11, 25)",1
"(50, 52)",0
"(14, 54)",0
"(53, 25)",0
"(1, 3)",1
"(39, 26)",1
"(4, 8)",1
"(46, 56)",0
"(29, 0)",1
"(51, 47)",1
"(54, 8)",1
"(19, 22)",1
"(2, 34)",0
"(41, 5)",0
"(22, 33)",1
"(5, 23)",1
"(9, 44)",0
"(47, 27)",1
"(30, 33)",0
"(17, 28)",1
"(56, 17)",1
"(55, 43)",0
"(59, 44)",0
"(42, 44)",0
"(23, 2)",0
"(45, 17)",0
"(10, 53)",1
"(32, 10)",1
"(13, 40)",1
"(35, 7)",1
"(18, 53)",1
"(38, 48)",1
"(25, 29)",0
"(11, 30)",0
"(50, 47)",0
"(14, 57)",1
"(1, 4)",1
"(39, 19)",1
"(26, 4)",1
"(48, 25)",0
"(29, 25)",0
"(51, 52)",0
"(54, 3)",1
"(19, 31)",0
"(41, 14)",1
"(22, 56)",1
"(5, 16)",1
"(27, 47)",0
"(47, 32)",1
"(30, 40)",1
"(34, 55)",1
"(17, 21)",0
"(56, 24)",1
"(55, 32)",0
"(20, 6)",0
"(59, 37)",0
"(42, 23)",1
"(23, 27)",0
"(6, 49)",1
"(45, 10)",0
"(32, 1)",1
"(13, 33)",1
"(35, 12)",0
"(18, 44)",0
"(38, 43)",0
"(11, 23)",0
"(50, 38)",0
"(14, 0)",0
"(36, 21)",0
"(1, 29)",0
"(39, 8)",0
"(26, 15)",1
"(48, 16)",0
"(29, 18)",0
"(15, 35)",1
"(54, 26)",0
"(19, 36)",0
"(2, 52)",0
"(22, 51)",0
"(5, 25)",1
"(27, 36)",1
"(47, 41)",0
"(30, 19)",0
"(52, 36)",0
"(17, 14)",0
"(56, 31)",0
"(55, 57)",0
"(20, 13)",0
"(59, 58)",1
"(42, 30)",0
"(23, 16)",1
"(6, 40)",0
"(45, 3)",0
"(10, 39)",0
"(32, 24)",0
"(31, 48)",0
"(35, 53)",1
"(18, 39)",0
"(57, 0)",0
"(38, 34)",1
"(43, 53)",0
"(8, 17)",1
"(11, 12)",0
"(50, 33)",1
"(14, 11)",1
"(36, 28)",0
"(1, 22)",0
"(39, 1)",0
"(26, 22)",0
"(48, 23)",0
"(51, 2)",0
"(15, 40)",0
"(54, 29)",0
"(19, 45)",1
"(2, 15)",0
"(24, 32)",0
"(5, 2)",0
"(47, 54)",1
"(30, 26)",0
"(52, 35)",1
"(17, 7)",1
"(56, 38)",0
"(55, 54)",1
"(20, 20)",1
"(3, 52)",1
"(59, 51)",0
"(42, 25)",1
"(23, 41)",1
"(6, 35)",0
"(10, 46)",0
"(32, 31)",1
"(31, 57)",1
"(35, 58)",0
"(18, 30)",1
"(57, 9)",1
"(38, 37)",1
"(43, 42)",1
"(8, 24)",1
"(11, 5)",1
"(14, 18)",1
"(36, 27)",0
"(26, 17)",1
"(48, 14)",1
"(12, 28)",0
"(51, 11)",0
"(15, 49)",1
"(54, 20)",1
"(19, 50)",1
"(2, 6)",1
"(24, 39)",1
"(5, 11)",0
"(27, 50)",1
"(30, 29)",0
"(52, 42)",0
"(56, 45)",0
"(55, 15)",1
"(20, 19)",1
"(42, 0)",1
"(23, 38)",1
"(6, 26)",0
"(10, 41)",1
